title,url,published_date,relative_date,date_source,page_num,list_page_url,source_category,excerpt,image_url,published_dt
Pemkab Dorong Pabrik Infus Muhammadiyah di Kabupaten Malang Serap Tenaga Lokal,https://timesindonesia.co.id/ekonomi/594295/pemkab-dorong-pabrik-infus-muhammadiyah-di-kabupaten-malang-serap-tenaga-lokal,2026-06-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Pemerintah Kabupaten Malang menyatakan dukungan penuh terhadap pembangunan pabrik infus yang diinisiasi oleh Muhammadiyah di Kecamatan Karangploso, Kabupaten Malang.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/11/pemkab-dorong-pabrik-infus-muhammadiyah-di-kabupaten-malang-serap-tenaga-lokal-gn979wlj.webp,2026-06-11
"Muhammadiyah Bangun Pabrik Infus di Kabupaten Malang, Target Operasi 2027",https://timesindonesia.co.id/peristiwa-daerah/594281/muhammadiyah-bangun-pabrik-infus-di-kabupaten-malang-target-operasi-2027,2026-06-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Muhammadiyah memulai pembangunan pabrik infus di Kabupaten Malang, Jawa Timur.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/11/muhammadiyah-bangun-pabrik-infus-di-kabupaten-malang-target-operasi-2027-ag09h1hm.webp,2026-06-11
"Neraca Fiskal Daerah Kabupaten Malang Timpang, DPRD Soroti Retribusi Rendah",https://timesindonesia.co.id/ekonomi/594268/neraca-fiskal-daerah-kabupaten-malang-timpang-dprd-soroti-retribusi-rendah,2026-06-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Neraca Fiskal Kabupaten Malang menunjukkan adanya surplus keuangan pada APBD Tahun Anggaran 2025. Namun, masih terjadi ketimpangan pada sisi pendapatan asli daerah (PAD).",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/11/neraca-fiskal-daerah-kabupaten-malang-timpang-dprd-soroti-retribusi-rendah-yp5jnpz3.webp,2026-06-11
"Terpilih Ketua DPC PKB Kabupaten Malang, Kholiq: Siap Menangkan PKB di 2029",https://timesindonesia.co.id/peristiwa/594247/terpilih-ketua-dpc-pkb-kabupaten-malang-kholiq-siap-menangkan-pkb-di-2029,2026-06-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa,"Ketua DPC Partai Kebangkitan Bangsa (PKB) Kabupaten Malang, H. Kholiq, kembali dipercaya memimpin partai untuk periode 2026-2031.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/11/terpilih-ketua-dpc-pkb-kabupaten-malang-kholiq-siap-menangkan-pkb-di-2029-pplbvhpn.webp,2026-06-11
"Hadapi Banyak Keterbatasan, Guru Swasta Kabupaten Malang Sampaikan Sikap ke Dewan",https://timesindonesia.co.id/peristiwa/594159/hadapi-banyak-keterbatasan-guru-swasta-kabupaten-malang-sampaikan-sikap-ke-dewan,2026-06-10,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa,"PERGUNU Kabupaten Malang menyampaikan sejumlah aspirasi kepada DPRD Kabupaten Malang, mulai dari peningkatan kompetensi, kesejahteraan, hingga perlindungan hukum bagi guru swasta dan non-ASN.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/10/hadapi-banyak-keterbatasan-guru-swasta-kabupaten-malang-sampaikan-sikap-ke-dewan-r0wfrrcv.webp,2026-06-10
BPS Kabupaten Malang Minta Masyarakat Beri Jawaban Jujur Kepada Petugas Sensus Ekonomi,https://timesindonesia.co.id/peristiwa-daerah/594111/bps-kabupaten-malang-minta-masyarakat-beri-jawaban-jujur-kepada-petugas-sensus-ekonomi,2026-06-10,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,BPS Kabupaten Malang mengingatkan masyarakat agar memberikan jawaban yang jujur dan sesuai kondisi sebenarnya saat Pendataan Lengkap Sensus Ekonomi (SE) 2026,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/10/bps-minta-masyarakat-beri-jawaban-jujur-kepada-petugas-sensus-ekonomi-4jqjxnas.webp,2026-06-10
2.590 Petugas Sensus BPS Datangi Rumah dan Pelaku Usaha di Kabupaten Malang,https://timesindonesia.co.id/peristiwa-daerah/594097/2590-petugas-sensus-bps-datangi-rumah-dan-pelaku-usaha-di-kabupaten-malang,2026-06-10,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Mulai 15 Juni hingga 31 Agustus 2026, sebanyak 2.590 petugas akan diterjunkan untuk melakukan Pendataan Lengkap Sensus Ekonomi 2026 di seluruh wilayah Kabupaten Malang.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/10/mulai-15-juni-2590-petugas-sensus-bps-datangi-rumah-dan-pelaku-usaha-di-kabupate-tgphfrej.webp,2026-06-10
Ketua PCNU Kabupaten Malang Harap Ditjen Pesantren Segera Diimplementasikan hingga Daerah,https://timesindonesia.co.id/indonesia-positif/593913/ketua-pcnu-kabupaten-malang-harap-ditjen-pesantren-segera-diimplementasikan-hingga-daerah,2026-06-09,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,"Menurutnya, penyimpangan yang dilakukan individu dapat terjadi di berbagai lingkungan masyarakat dan tidak dapat digeneralisasi kepada seluruh lembaga.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/09/kh-hamim-kholili-fewkoulk.webp,2026-06-09
"Hadapi Kehidupan Kini, PDI Perjuangan Kabupaten Malang Kuatkan Nilai Pancasila",https://timesindonesia.co.id/politik/593876/hadapi-kehidupan-kini--pdi-perjuangan-kabupaten-malang-kuatkan-nilai-pancasila,2026-06-08,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"Penguatan nilai-nilai Pancasila dinilai sangat relevan situasi kehidupan masyarakat dan bangsa saat ini. Yakni, sikap dalam beperikemanusiaan dan mewujudkan keadilan sosial.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/08/fungsionaris-pengurus-dpc-pdi-perjuangan-lkkszzhy.webp,2026-06-08
"Banyak Libur Panjang, TPK Hotel Bintang di Kabupaten Malang Melonjak",https://timesindonesia.co.id/wisata/593804/banyak-libur-panjang-tpk-hotel-bintang-di-kabupaten-malang-melonjak,2026-06-08,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,Momen libur panjang yang terjadi sepanjang April 2025 memberikan dampak positif bagi sektor pariwisata dan perhotelan di Kabupaten Malang.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/08/shanaya-resort-hkk0c1t3.webp,2026-06-08
Bupati Klaim Puskesmas di Kabupaten Malang Banyak Alami Kemajuan Satu Dekade Terakhir,https://timesindonesia.co.id/kesehatan/593795/bupati-klaim-puskesmas-di-kabupaten-malang-banyak-alami-kemajuan-satu-dekade-terakhir,2026-06-08,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Kesehatan,Bupati Malang HM Sanusi mengklaim kualitas layanan kesehatan tingkat pertama terus mengalami peningkatan dalam satu dekade terakhir.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/08/bupati-malang-sanusi-4xc7uv2q.webp,2026-06-08
Pesisir Kabupaten Malang Jadi Allternatif Ekowisata Edukatif,https://timesindonesia.co.id/wisata/593787/pesisir-kabupaten-malang-jadi-allternatif-ekowisata-edukatif,2026-06-08,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,Kawasan sepanjang kawasan pesisir Kabupaten Malang tak hanya menyimpan pesona eksotis pantai. Ada potensi lebih kaya di Malang Selatan dari sekadar keelokan wisata alam pantainya.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/08/konservasi-penyu-seyjijqi.webp,2026-06-08
"DPUBM Kabupaten Malang Tangani Ruas Lumbangsari-Sukorejo Sepanjang 2,8 Km",https://timesindonesia.co.id/peristiwa-daerah/593714/dpubm-kabupaten-malang-tangani-ruas-lumbangsarisukorejo-sepanjang-28-km,2026-06-07,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Pemerintah Kabupaten Malang (Pemkab Malang) melalui Dinas PU Bina Marga terus melaksanakan penanganan infrastruktur jalan, guna meningkatkan kenyamanan dan keselamatan pengguna jalan.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/07/pembangunan-jalan-koiovhuw.webp,2026-06-07
Jalur Offroad Dampit–Tirtoyudo Disiapkan Jadi Wisata Minat Khusus Kabupaten Malang,https://timesindonesia.co.id/wisata/593689/jalur-offroad-dampittirtoyudo-disiapkan-jadi-wisata-minat-khusus-kabupaten-malang,2026-06-07,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,"Kabupaten Malang memetakan potensi wisata minat khusus berbasis petualangan di kawasan Dampit, Wajak, hingga Tirtoyudo lewat kegiatan eksplorasi jalur offroad.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/07/offroad-wirmodjp.webp,2026-06-07
"Milad ke 109 di Kabupaten Malang, Aisyiyah Perluas Dakwah Kemanusiaan",https://timesindonesia.co.id/indonesia-positif/593583/milad-ke-109-di-kabupaten-malang-aisyiyah-perluas-dakwah-kemanusiaan,2026-06-06,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,Pimpinan Daerah Aisyiyah (PDA) Kabupaten Malang terus meneguhkan perannya dalam dakwah kemanusiaan. Komitmen ini dilakukan memperluas dan memperbanyak praksis sosial bagi semua kalangan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/06/dr-siti-aisyiyah-9sxozbh6.webp,2026-06-06
Sanusi Dorong Lebih Banyak Siswa dari Kabupaten Malang Masuk SMA Taruna Nusantara,https://timesindonesia.co.id/peristiwa-daerah/593453/sanusi-dorong-lebih-banyak-siswa-dari-kabupaten-malang-masuk-sma-taruna-nusantara,2026-06-05,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Bupati Malang HM Sanusi mendorong semakin banyak pelajar asal Kabupaten Malang menembus sekolah-sekolah unggulan nasional, salah satunya SMA Taruna Nusantara.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/05/sma-taruna-nusantara-malang-lm31rjmg.webp,2026-06-05
"PSC 119 di Kabupaten Malang: Sangat Diandalkan, Namun Kini Ngos-ngosan",https://timesindonesia.co.id/liputan-khusus/593376/psc-119-di-kabupaten-malang-sangat-diandalkan-namun-kini-ngosngosan,2026-06-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Liputan Khusus,"Layanan PSC 119 Sisingo Kabupaten Malang yang sempat dibanggakan kini krisis. Server mati, aplikasi panic button tak berfungsi, staf tersisa 6 orang. Warga keluhkan respons lambat hingga 3 jam.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/04/psc-119-kabupaten-malang-tit69ncf.webp,2026-06-04
Pemkab Berharap Dukungan Fiskal Kembali Mengalir di Kabupaten Malang,https://timesindonesia.co.id/ekonomi/593355/pemkab-berharap-dukungan-fiskal-kembali-mengalir-di-kabupaten-malang,2026-06-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,Pemerintah Kabupaten Malang berharap dukungan fiskal dari pemerintah pusat dapat kembali diperoleh untuk mendukung percepatan pembangunan dan pelayanan publik di daerah.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/04/sekda-kabupaten-malang-scn1jxiz.webp,2026-06-04
"Pemulangan 1.635 Jemaah Haji Kabupaten Malang, Dua Dimakamkan di Makkah",https://timesindonesia.co.id/peristiwa-daerah/593336/pemulangan-1635-jemaah-haji-kabupaten-malang-dua-dimakamkan-di-makkah,2026-06-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Pemulangan jemaah haji asal Kabupaten Malang ke Tanah Air dijawalkan mulai hari ini. Sebanyak 1.635 jemaah akan tiba secara bertahap di kampung halaman usai seluruh rangkaian ibadah haji tahun ini.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/04/httpscdn-1tincoidimages202606041000256858jpg-2cxzib81.webp,2026-06-04
"Dana Transfer Dipangkas, Kabupaten Malang Andalkan Desa Digital dan BUMDes",https://timesindonesia.co.id/pemerintahan/593315/dana-transfer-dipangkas-kabupaten-malang-andalkan-desa-digital-dan-bumdes,2026-06-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Berkurangnya dana transfer daerah hingga Rp644 miliar pada tahun 2026 menjadi tantangan serius bagi Pemerintah Kabupaten,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/04/wakil-bupati-malang-lathifah-shohib-zy7vi1ym.webp,2026-06-04
Sekda Kabupaten Malang Dorong UMKM Manfaatkan AI untuk Perkuat Daya Saing Produk Lokal,https://timesindonesia.co.id/pemerintahan/593294/sekda-kabupaten-malang-dorong-umkm-manfaatkan-ai-untuk-perkuat-daya-saing-produk-lokal,2026-06-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,UMKM di Kabupaten Malang didorong untuk mulai memanfaatkan teknologi kecerdasan buatan atau Artificial Intelligence (AI).,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/04/budiar-mmkihdvg.webp,2026-06-04
"PSC 119 Kabupaten Malang dalam Sorotan, Dinkes Upayakan Penguatan",https://timesindonesia.co.id/peristiwa-daerah/593210/psc-119-kabupaten-malang-dalam-sorotan-dinkes-upayakan-penguatan,2026-06-03,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Pelayanan kegawatdaruratan melalui PSC 119 Kabupaten Malang terus berbenah.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/03/psc-119-ruzodd01.webp,2026-06-03
Dinas Pendidikan Kabupaten Malang Tekankan Integritas dan Larangan Bagi ASN,https://timesindonesia.co.id/pendidikan/593127/dinas-pendidikan-kabupaten-malang-tekankan-integritas-dan-larangan-bagi-asn,2026-06-03,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,"Dinas Pendidikan Kabupaten Malang menegaskan pentingnya integritas ASN melalui Dispendik On The Road 2026, termasuk pencegahan korupsi dan kepatuhan aturan.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/03/dispendik-on-the-road-qzvgigef.webp,2026-06-03
Pemkab Dorong Mahasiswa KKN di Kabupaten Malang Bantu Desa Hadapi Ancaman Bencana,https://timesindonesia.co.id/pendidikan/593002/pemkab-dorong-mahasiswa-kkn-di-kabupaten-malang-bantu-desa-hadapi-ancaman-bencana,2026-06-02,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Tingginya potensi bencana alam di Kabupaten Malang menjadi salah satu fokus pengabdian mahasiswa Kuliah Kerja Nyata (KKN) Tematik Universitas Nasional (UNAS) Jakarta tahun 2026.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/02/sekda-kabupaten-malang-budiar-walg88oo.webp,2026-06-02
GP Ansor Kabupaten Malang Minta Klarifikasi Tudingan Kasus di Pesantren oleh Ning Sisca,https://timesindonesia.co.id/peristiwa-daerah/592889/gp-ansor-kabupaten-malang-minta-klarifikasi-tudingan-kasus-di-pesantren-oleh-ning-sisca,2026-06-01,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,PC GP Ansor Kabupaten Malang menyayangkan pernyataan pendakwah Ning Sisca terkait tudingan kasus pencabulan di pesantren Malang dan meminta klarifikasi agar tidak menimbulkan polemik di masyarakat.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/01/fatkhurrozi-beeyberf.webp,2026-06-01
Sejumlah Fasilitas Kesehatan di Kabupaten Malang Butuh Perbaikan,https://timesindonesia.co.id/peristiwa-daerah/592885/sejumlah-fasilitas-kesehatan-di-kabupaten-malang-butuh-perbaikan,2026-06-01,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Program Sambang Puskesmas yang dilakukan Pemerintah Kabupaten Malang dalam beberapa waktu terakhir menemukan masih adanya sejumlah fasilitas kesehatan yang memerlukan perbaikan sarana dan prasarana.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/01/puskesmas-bululawang-jibqbbmi.webp,2026-06-01
Hasil Sambang Puskesmas Jadi Dasar Pembenahan Layanan Kesehatan di Kabupaten Malang,https://timesindonesia.co.id/pemerintahan/592895/hasil-sambang-puskesmas-jadi-dasar-pembenahan-layanan-kesehatan-di-kabupaten-malang,2026-06-01,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Temuan lapangan selama Program Sambang Puskesmas yang dilakukan Pemerintah Kabupaten Malang dalam sebulan terakhir mulai ditindaklanjuti.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/01/blud-puskesmas-ygn13r0d.webp,2026-06-01
"PCNU Kabupaten Malang Resmikan Faskes 1 DPM di Wagir, Siap Layani Masyarakat",https://timesindonesia.co.id/indonesia-positif/592867/pcnu-kabupaten-malang-resmikan-faskes-1-dpm-di-wagir-siap-layani-masyarakat,2026-06-01,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,"Upaya memperluas akses layanan kesehatan bagi masyarakat terus dilakukan Nahdlatul Ulama (NU) Kabupaten Malang. Terbaru, Pengurus Cabang Nahdlatul Ulama (PCNU) Kabupaten Malang meluncurkan Fasilitas Kesehatan Tingkat Pertama (Faskes 1) Dokter Praktik",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/06/01/pcnu-kabupaten-malang-4xnoirrs.webp,2026-06-01
"Pengurus PAW Perbasi Kabupaten Malang Dikukuhkan, Fokus Pembinaan Atlet Basket",https://timesindonesia.co.id/peristiwa-daerah/592746/pengurus-paw-perbasi-kabupaten-malang-dikukuhkan-fokus-pembinaan-atlet-basket,2026-05-31,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Prosesi pengukuhan pengurus PAW Perbasi Kabuparen Malang ini dipimpin Ketua DPD Perbasi Provinsi Jawa Timur, Evi Ekawati.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/31/paw-perbasi-zqzaej9m.webp,2026-05-31
"Kabupaten Malang Jadi Lokasi Program Nasional Skrining Jantung Anak, 370 Siswa SD Jalani Pemeriksaan",https://timesindonesia.co.id/peristiwa-daerah/592678/kabupaten-malang-jadi-lokasi-program-nasional-skrining-jantung-anak-370-siswa-sd-jalani-pemeriksaan,2026-05-30,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Sebanyak 370 siswa SD di Tumpang, Kabupaten Malang, jalani skrining penyakit jantung rematik oleh YJI. Program nasional ini untuk deteksi dini gangguan jantung pada anak usia sekolah.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/30/wakil-bupati-malamg-rn8qpyqk.webp,2026-05-30
Ribuan Anak TK Kabupaten Malang Kampanyekan 7 Kebiasaan Anak Indonesia Hebat,https://timesindonesia.co.id/pendidikan/592676/ribuan-anak-tk-kabupaten-malang-kampanyekan-7-kebiasaan-anak-indonesia-hebat,2026-05-30,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Ribuan anak TK se-Kabupaten Malang memadati Stadion Kanjuruhan menampilkan Gebyar Tari 7 Kebiasaan Anak Indonesia Hebat. Bupati Sanusi: pendidikan karakter sejak dini fondasi masa depan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/30/gebyar-tari-gerakan-pyz6yriy.webp,2026-05-30
"Kepengurusan PAC Lebih Muda, PKB Kabupaten Malang Ditantang Raih 14 Kursi",https://timesindonesia.co.id/politik/592652/kepengurusan-pac-lebih-muda-pkb-kabupaten-malang-ditantang-raih-14-kursi,2026-05-30,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"PKB Kabupaten Malang ditargetkan jadi partai pemenang dengan raihan 14 kursi DPRD. Kader PAC diprioritaskan dari kalangan muda, sambil menjaga soliditas dan dukungan pada kepemimpinan DPC.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/30/h-kholik-o4h4wgvj.webp,2026-05-30
"Calon Ketua DPC PKB Kabupaten Malang Mengerucut Dua Figur, PAC Mendukung?",https://timesindonesia.co.id/politik/592654/calon-ketua-dpc-pkb-kabupaten-malang-mengerucut-dua-figur-pac-mendukung,2026-05-30,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,DPC PKB Kabupaten Malang periode 2026–2031 diperebutkan dua kandidat: Hikmah Bafaqih/Khofida (perempuan) dan internal DPRD Kabupaten (laki-laki). PAC Kromengan dan Pakisaji tolak pemimpin perempuan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/30/dpc-pkb-kabupaten-malang-u3axsbd7.webp,2026-05-30
"Pajak Perhotelan Kabupaten Malang Ditarget Rp8,2 Miliar Setahun",https://timesindonesia.co.id/ekonomi/592482/pajak-perhotelan-kabupaten-malang-ditarget-rp82-miliar-setahun,2026-05-29,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Pemerintah Kabupaten Malang menargetkan penerimaan Pajak Barang dan Jasa Tertentu (PBJT) sektor jasa perhotelan sebesar Rp8,2 miliar sepanjang tahun 2026.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/29/hotel-kabupaten-malang-gpfsnxll.webp,2026-05-29
"BPHTB Jadi Tulang Punggung Pajak Kabupaten Malang, Target Capai Rp202 M",https://timesindonesia.co.id/pemerintahan/592318/bphtb-jadi-tulang-punggung-pajak-kabupaten-malang-target-capai-rp202-m,2026-05-27,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Pajak Bea Perolehan Hak atas Tanah dan Bangunan (BPHTB) masih menjadi penopang utama pendapatan pajak daerah di Kabupaten Malang pada tahun 2026,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/27/pajak-tbhvg9tg.webp,2026-05-27
PDI Perjuangan Kabupaten Malang Salurkan Dua Amanah Sapi Kurban untuk Perkuat Kepedulian Sosial,https://timesindonesia.co.id/politik/592234/pdi-perjuangan-kabupaten-malang-salurkan-dua-amanah-sapi-kurban-untuk-perkuat-kepedulian-sosial,2026-05-27,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"DPC PDI Perjuangan Kabupaten Malang berharap Idul Adha tidak hanya dimaknai sebagai perayaan keagamaan, tetapi juga menjadi ruang memperkuat solidaritas sosial dan budaya berbagi kepada masyarakat yang membutuhkan.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/27/sapi-kurban-dari-ahmad-basarah-xvguk3io.webp,2026-05-27
Rekomendasi Wisata Edukasi Hewan di Kabupaten Malang,https://timesindonesia.co.id/wisata/592213/rekomendasi-wisata-edukasi-hewan-di-kabupaten-malang,2026-05-26,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Wisata,"Tren wisata edukasi berbasis hewan di Kabupaten Malang menawarkan hiburan keluarga, juga pembelajaran interaktif tentang peternakan, konservasi satwa, hingga lingkungan hidup.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/26/milkindo-green-farm-malang-6z3b3wuz.webp,2026-05-26
"Target Pajak Mamin Kabupaten Malang Tembus Rp20 Miliar, Realisasi Hampir 50 Persen",https://timesindonesia.co.id/ekonomi/592205/target-pajak-mamin-kabupaten-malang-tembus-rp20-miliar-realisasi-hampir-50-persen,2026-05-26,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Realisasi Pajak Barang dan Jasa Tertentu (PBJT) sektor makanan dan minuman di Kabupaten Malang menunjukkan tren positif pada tahun 2026. Hingga Mei 2026, penerimaan pajak dari sektor tersebut mencapai Rp9,6 miliar.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/26/cafe-vdzbvjyt.webp,2026-05-26
